STATE/UT,YEAR,CRIME HEAD,Grand Total
Jharkhand,2001,Murder,1358
Jharkhand,2001,Attempt To Commit Murder,73
Jharkhand,2001,C.H. Not Amounting To Murder,81
Jharkhand,2001,Rape,241
Jharkhand,2001,Kidnapping And Abduction,35
Jharkhand,2001,Dacoity,73
Jharkhand,2001,Prep. And Assembly For Dacoity,23
Jharkhand,2001,Robbery,33
Jharkhand,2001,Burglary,8
Jharkhand,2001,Thefts,21
Jharkhand,2001,Extortion,2
Jharkhand,2001,Riots,0
Jharkhand,2001,Arson,15
Jharkhand,2001,Criminal Breach Of Trust,0
Jharkhand,2001,Cheating,2
Jharkhand,2001,Counter Feiting,0
Jharkhand,2001,Dowry Deaths,331
Jharkhand,2001,Molestation,1
Jharkhand,2001,Eve-Teasing,8
Jharkhand,2001,Cruelty By Husband Or Relative Of Husband,1
Jharkhand,2001,Other Ipc Crimes,23
Jharkhand,2002,Murder,1854
Jharkhand,2002,Attempt To Commit Murder,195
Jharkhand,2002,C.H. Not Amounting To Murder,85
Jharkhand,2002,Rape,146
Jharkhand,2002,Kidnapping And Abduction,51
Jharkhand,2002,Dacoity,74
Jharkhand,2002,Prep. And Assembly For Dacoity,15
Jharkhand,2002,Robbery,31
Jharkhand,2002,Burglary,3
Jharkhand,2002,Thefts,66
Jharkhand,2002,Extortion,0
Jharkhand,2002,Riots,0
Jharkhand,2002,Arson,0
Jharkhand,2002,Criminal Breach Of Trust,3
Jharkhand,2002,Cheating,53
Jharkhand,2002,Counter Feiting,0
Jharkhand,2002,Dowry Deaths,205
Jharkhand,2002,Molestation,0
Jharkhand,2002,Eve-Teasing,0
Jharkhand,2002,Cruelty By Husband Or Relative Of Husband,22
Jharkhand,2002,Other Ipc Crimes,2
Jharkhand,2003,Murder,2251
Jharkhand,2003,Attempt To Commit Murder,210
Jharkhand,2003,C.H. Not Amounting To Murder,144
Jharkhand,2003,Rape,404
Jharkhand,2003,Kidnapping And Abduction,97
Jharkhand,2003,Dacoity,262
Jharkhand,2003,Prep. And Assembly For Dacoity,38
Jharkhand,2003,Robbery,88
Jharkhand,2003,Burglary,8
Jharkhand,2003,Thefts,103
Jharkhand,2003,Extortion,6
Jharkhand,2003,Riots,1
Jharkhand,2003,Arson,6
Jharkhand,2003,Criminal Breach Of Trust,0
Jharkhand,2003,Cheating,0
Jharkhand,2003,Counter Feiting,4
Jharkhand,2003,Dowry Deaths,453
Jharkhand,2003,Molestation,1
Jharkhand,2003,Eve-Teasing,0
Jharkhand,2003,Cruelty By Husband Or Relative Of Husband,15
Jharkhand,2003,Other Ipc Crimes,19
Jharkhand,2004,Murder,3488
Jharkhand,2004,Attempt To Commit Murder,217
Jharkhand,2004,C.H. Not Amounting To Murder,89
Jharkhand,2004,Rape,436
Jharkhand,2004,Kidnapping And Abduction,81
Jharkhand,2004,Dacoity,121
Jharkhand,2004,Prep. And Assembly For Dacoity,21
Jharkhand,2004,Robbery,49
Jharkhand,2004,Burglary,15
Jharkhand,2004,Thefts,70
Jharkhand,2004,Extortion,17
Jharkhand,2004,Riots,0
Jharkhand,2004,Arson,1
Jharkhand,2004,Criminal Breach Of Trust,4
Jharkhand,2004,Cheating,9
Jharkhand,2004,Counter Feiting,0
Jharkhand,2004,Dowry Deaths,218
Jharkhand,2004,Molestation,0
Jharkhand,2004,Eve-Teasing,0
Jharkhand,2004,Cruelty By Husband Or Relative Of Husband,10
Jharkhand,2004,Other Ipc Crimes,1
Jharkhand,2005,Murder,3400
Jharkhand,2005,Attempt To Commit Murder,198
Jharkhand,2005,C.H. Not Amounting To Murder,101
Jharkhand,2005,Rape,393
Jharkhand,2005,Kidnapping And Abduction,95
Jharkhand,2005,Dacoity,212
Jharkhand,2005,Prep. And Assembly For Dacoity,21
Jharkhand,2005,Robbery,43
Jharkhand,2005,Burglary,18
Jharkhand,2005,Thefts,191
Jharkhand,2005,Extortion,25
Jharkhand,2005,Riots,0
Jharkhand,2005,Arson,0
Jharkhand,2005,Criminal Breach Of Trust,6
Jharkhand,2005,Cheating,5
Jharkhand,2005,Counter Feiting,0
Jharkhand,2005,Dowry Deaths,287
Jharkhand,2005,Molestation,0
Jharkhand,2005,Eve-Teasing,5
Jharkhand,2005,Cruelty By Husband Or Relative Of Husband,50
Jharkhand,2005,Other Ipc Crimes,1
Jharkhand,2006,Murder,4863
Jharkhand,2006,Attempt To Commit Murder,307
Jharkhand,2006,C.H. Not Amounting To Murder,132
Jharkhand,2006,Rape,571
Jharkhand,2006,Kidnapping And Abduction,144
Jharkhand,2006,Dacoity,252
Jharkhand,2006,Prep. And Assembly For Dacoity,20
Jharkhand,2006,Robbery,56
Jharkhand,2006,Burglary,5
Jharkhand,2006,Thefts,262
Jharkhand,2006,Extortion,12
Jharkhand,2006,Riots,0
Jharkhand,2006,Arson,1
Jharkhand,2006,Criminal Breach Of Trust,9
Jharkhand,2006,Cheating,6
Jharkhand,2006,Counter Feiting,3
Jharkhand,2006,Dowry Deaths,432
Jharkhand,2006,Molestation,0
Jharkhand,2006,Eve-Teasing,0
Jharkhand,2006,Cruelty By Husband Or Relative Of Husband,89
Jharkhand,2006,Other Ipc Crimes,11
Jharkhand,2007,Murder,3685
Jharkhand,2007,Attempt To Commit Murder,299
Jharkhand,2007,C.H. Not Amounting To Murder,72
Jharkhand,2007,Rape,310
Jharkhand,2007,Kidnapping And Abduction,170
Jharkhand,2007,Dacoity,251
Jharkhand,2007,Prep. And Assembly For Dacoity,11
Jharkhand,2007,Robbery,99
Jharkhand,2007,Burglary,2
Jharkhand,2007,Thefts,149
Jharkhand,2007,Extortion,28
Jharkhand,2007,Riots,0
Jharkhand,2007,Arson,41
Jharkhand,2007,Criminal Breach Of Trust,1
Jharkhand,2007,Cheating,35
Jharkhand,2007,Counter Feiting,1
Jharkhand,2007,Dowry Deaths,409
Jharkhand,2007,Molestation,8
Jharkhand,2007,Eve-Teasing,0
Jharkhand,2007,Cruelty By Husband Or Relative Of Husband,25
Jharkhand,2007,Other Ipc Crimes,17
Jharkhand,2008,Murder,3867
Jharkhand,2008,Attempt To Commit Murder,316
Jharkhand,2008,C.H. Not Amounting To Murder,55
Jharkhand,2008,Rape,392
Jharkhand,2008,Kidnapping And Abduction,160
Jharkhand,2008,Dacoity,197
Jharkhand,2008,Prep. And Assembly For Dacoity,5
Jharkhand,2008,Robbery,66
Jharkhand,2008,Burglary,9
Jharkhand,2008,Thefts,83
Jharkhand,2008,Extortion,2
Jharkhand,2008,Riots,0
Jharkhand,2008,Arson,6
Jharkhand,2008,Criminal Breach Of Trust,8
Jharkhand,2008,Cheating,5
Jharkhand,2008,Counter Feiting,4
Jharkhand,2008,Dowry Deaths,248
Jharkhand,2008,Molestation,0
Jharkhand,2008,Eve-Teasing,0
Jharkhand,2008,Cruelty By Husband Or Relative Of Husband,32
Jharkhand,2008,Other Ipc Crimes,25
Jharkhand,2009,Murder,4015
Jharkhand,2009,Attempt To Commit Murder,178
Jharkhand,2009,C.H. Not Amounting To Murder,25
Jharkhand,2009,Rape,316
Jharkhand,2009,Kidnapping And Abduction,167
Jharkhand,2009,Dacoity,141
Jharkhand,2009,Prep. And Assembly For Dacoity,6
Jharkhand,2009,Robbery,68
Jharkhand,2009,Burglary,0
Jharkhand,2009,Thefts,95
Jharkhand,2009,Extortion,10
Jharkhand,2009,Riots,0
Jharkhand,2009,Arson,2
Jharkhand,2009,Criminal Breach Of Trust,4
Jharkhand,2009,Cheating,5
Jharkhand,2009,Counter Feiting,0
Jharkhand,2009,Dowry Deaths,243
Jharkhand,2009,Molestation,0
Jharkhand,2009,Eve-Teasing,0
Jharkhand,2009,Cruelty By Husband Or Relative Of Husband,40
Jharkhand,2009,Other Ipc Crimes,24
Jharkhand,2010,Murder,3760
Jharkhand,2010,Attempt To Commit Murder,184
Jharkhand,2010,C.H. Not Amounting To Murder,64
Jharkhand,2010,Rape,259
Jharkhand,2010,Kidnapping And Abduction,142
Jharkhand,2010,Dacoity,74
Jharkhand,2010,Prep. And Assembly For Dacoity,43
Jharkhand,2010,Robbery,48
Jharkhand,2010,Burglary,24
Jharkhand,2010,Thefts,55
Jharkhand,2010,Extortion,5
Jharkhand,2010,Riots,0
Jharkhand,2010,Arson,5
Jharkhand,2010,Criminal Breach Of Trust,3
Jharkhand,2010,Cheating,3
Jharkhand,2010,Counter Feiting,0
Jharkhand,2010,Dowry Deaths,241
Jharkhand,2010,Molestation,0
Jharkhand,2010,Eve-Teasing,0
Jharkhand,2010,Cruelty By Husband Or Relative Of Husband,35
Jharkhand,2010,Other Ipc Crimes,20
Jharkhand,2011,Murder,2971
Jharkhand,2011,Attempt To Commit Murder,166
Jharkhand,2011,C.H. Not Amounting To Murder,29
Jharkhand,2011,Rape,208
Jharkhand,2011,Kidnapping And Abduction,140
Jharkhand,2011,Dacoity,116
Jharkhand,2011,Prep. And Assembly For Dacoity,32
Jharkhand,2011,Robbery,30
Jharkhand,2011,Burglary,29
Jharkhand,2011,Thefts,98
Jharkhand,2011,Extortion,5
Jharkhand,2011,Riots,0
Jharkhand,2011,Arson,6
Jharkhand,2011,Criminal Breach Of Trust,1
Jharkhand,2011,Cheating,8
Jharkhand,2011,Counter Feiting,8
Jharkhand,2011,Dowry Deaths,210
Jharkhand,2011,Molestation,0
Jharkhand,2011,Eve-Teasing,0
Jharkhand,2011,Cruelty By Husband Or Relative Of Husband,38
Jharkhand,2011,Other Ipc Crimes,8
Jharkhand,2012,Murder,2812
Jharkhand,2012,Attempt To Commit Murder,205
Jharkhand,2012,C.H. Not Amounting To Murder,19
Jharkhand,2012,Rape,199
Jharkhand,2012,Kidnapping And Abduction,112
Jharkhand,2012,Dacoity,129
Jharkhand,2012,Prep. And Assembly For Dacoity,12
Jharkhand,2012,Robbery,40
Jharkhand,2012,Burglary,4
Jharkhand,2012,Thefts,100
Jharkhand,2012,Extortion,23
Jharkhand,2012,Riots,0
Jharkhand,2012,Arson,1
Jharkhand,2012,Criminal Breach Of Trust,9
Jharkhand,2012,Cheating,24
Jharkhand,2012,Counter Feiting,0
Jharkhand,2012,Dowry Deaths,246
Jharkhand,2012,Molestation,1
Jharkhand,2012,Eve-Teasing,1
Jharkhand,2012,Cruelty By Husband Or Relative Of Husband,39
Jharkhand,2012,Other Ipc Crimes,10
Karnataka,2001,Murder,1221
Karnataka,2001,Attempt To Commit Murder,31
Karnataka,2001,C.H. Not Amounting To Murder,8
Karnataka,2001,Rape,45
Karnataka,2001,Kidnapping And Abduction,10
Karnataka,2001,Dacoity,29
Karnataka,2001,Prep. And Assembly For Dacoity,5
Karnataka,2001,Robbery,13
Karnataka,2001,Burglary,53
Karnataka,2001,Thefts,28
Karnataka,2001,Extortion,23
Karnataka,2001,Riots,3
Karnataka,2001,Arson,12
Karnataka,2001,Criminal Breach Of Trust,2
Karnataka,2001,Cheating,19
Karnataka,2001,Counter Feiting,0
Karnataka,2001,Dowry Deaths,23
Karnataka,2001,Molestation,3
Karnataka,2001,Eve-Teasing,9
Karnataka,2001,Cruelty By Husband Or Relative Of Husband,13
Karnataka,2001,Other Ipc Crimes,34
Karnataka,2002,Murder,1393
Karnataka,2002,Attempt To Commit Murder,51
Karnataka,2002,C.H. Not Amounting To Murder,4
Karnataka,2002,Rape,29
Karnataka,2002,Kidnapping And Abduction,32
Karnataka,2002,Dacoity,47
Karnataka,2002,Prep. And Assembly For Dacoity,6
Karnataka,2002,Robbery,42
Karnataka,2002,Burglary,20
Karnataka,2002,Thefts,117
Karnataka,2002,Extortion,0
Karnataka,2002,Riots,6
Karnataka,2002,Arson,0
Karnataka,2002,Criminal Breach Of Trust,8
Karnataka,2002,Cheating,85
Karnataka,2002,Counter Feiting,2
Karnataka,2002,Dowry Deaths,30
Karnataka,2002,Molestation,0
Karnataka,2002,Eve-Teasing,0
Karnataka,2002,Cruelty By Husband Or Relative Of Husband,16
Karnataka,2002,Other Ipc Crimes,123
Karnataka,2003,Murder,1863
Karnataka,2003,Attempt To Commit Murder,53
Karnataka,2003,C.H. Not Amounting To Murder,3
Karnataka,2003,Rape,32
Karnataka,2003,Kidnapping And Abduction,19
Karnataka,2003,Dacoity,1
Karnataka,2003,Prep. And Assembly For Dacoity,9
Karnataka,2003,Robbery,48
Karnataka,2003,Burglary,19
Karnataka,2003,Thefts,115
Karnataka,2003,Extortion,0
Karnataka,2003,Riots,8
Karnataka,2003,Arson,0
Karnataka,2003,Criminal Breach Of Trust,7
Karnataka,2003,Cheating,74
Karnataka,2003,Counter Feiting,2
Karnataka,2003,Dowry Deaths,0
Karnataka,2003,Molestation,0
Karnataka,2003,Eve-Teasing,0
Karnataka,2003,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2003,Other Ipc Crimes,175
Karnataka,2004,Murder,2376
Karnataka,2004,Attempt To Commit Murder,59
Karnataka,2004,C.H. Not Amounting To Murder,3
Karnataka,2004,Rape,46
Karnataka,2004,Kidnapping And Abduction,33
Karnataka,2004,Dacoity,6
Karnataka,2004,Prep. And Assembly For Dacoity,11
Karnataka,2004,Robbery,64
Karnataka,2004,Burglary,35
Karnataka,2004,Thefts,123
Karnataka,2004,Extortion,0
Karnataka,2004,Riots,3
Karnataka,2004,Arson,0
Karnataka,2004,Criminal Breach Of Trust,3
Karnataka,2004,Cheating,83
Karnataka,2004,Counter Feiting,1
Karnataka,2004,Dowry Deaths,0
Karnataka,2004,Molestation,0
Karnataka,2004,Eve-Teasing,0
Karnataka,2004,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2004,Other Ipc Crimes,141
Karnataka,2005,Murder,2766
Karnataka,2005,Attempt To Commit Murder,90
Karnataka,2005,C.H. Not Amounting To Murder,4
Karnataka,2005,Rape,74
Karnataka,2005,Kidnapping And Abduction,39
Karnataka,2005,Dacoity,6
Karnataka,2005,Prep. And Assembly For Dacoity,13
Karnataka,2005,Robbery,85
Karnataka,2005,Burglary,30
Karnataka,2005,Thefts,164
Karnataka,2005,Extortion,0
Karnataka,2005,Riots,5
Karnataka,2005,Arson,0
Karnataka,2005,Criminal Breach Of Trust,2
Karnataka,2005,Cheating,98
Karnataka,2005,Counter Feiting,1
Karnataka,2005,Dowry Deaths,115
Karnataka,2005,Molestation,0
Karnataka,2005,Eve-Teasing,0
Karnataka,2005,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2005,Other Ipc Crimes,114
Karnataka,2006,Murder,2865
Karnataka,2006,Attempt To Commit Murder,91
Karnataka,2006,C.H. Not Amounting To Murder,4
Karnataka,2006,Rape,66
Karnataka,2006,Kidnapping And Abduction,35
Karnataka,2006,Dacoity,5
Karnataka,2006,Prep. And Assembly For Dacoity,14
Karnataka,2006,Robbery,64
Karnataka,2006,Burglary,33
Karnataka,2006,Thefts,137
Karnataka,2006,Extortion,5
Karnataka,2006,Riots,0
Karnataka,2006,Arson,0
Karnataka,2006,Criminal Breach Of Trust,1
Karnataka,2006,Cheating,86
Karnataka,2006,Counter Feiting,0
Karnataka,2006,Dowry Deaths,107
Karnataka,2006,Molestation,0
Karnataka,2006,Eve-Teasing,0
Karnataka,2006,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2006,Other Ipc Crimes,27
Karnataka,2007,Murder,2843
Karnataka,2007,Attempt To Commit Murder,88
Karnataka,2007,C.H. Not Amounting To Murder,2
Karnataka,2007,Rape,61
Karnataka,2007,Kidnapping And Abduction,36
Karnataka,2007,Dacoity,4
Karnataka,2007,Prep. And Assembly For Dacoity,13
Karnataka,2007,Robbery,70
Karnataka,2007,Burglary,33
Karnataka,2007,Thefts,125
Karnataka,2007,Extortion,5
Karnataka,2007,Riots,2
Karnataka,2007,Arson,0
Karnataka,2007,Criminal Breach Of Trust,1
Karnataka,2007,Cheating,84
Karnataka,2007,Counter Feiting,0
Karnataka,2007,Dowry Deaths,102
Karnataka,2007,Molestation,0
Karnataka,2007,Eve-Teasing,0
Karnataka,2007,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2007,Other Ipc Crimes,30
Karnataka,2008,Murder,2933
Karnataka,2008,Attempt To Commit Murder,99
Karnataka,2008,C.H. Not Amounting To Murder,6
Karnataka,2008,Rape,67
Karnataka,2008,Kidnapping And Abduction,39
Karnataka,2008,Dacoity,4
Karnataka,2008,Prep. And Assembly For Dacoity,12
Karnataka,2008,Robbery,68
Karnataka,2008,Burglary,33
Karnataka,2008,Thefts,126
Karnataka,2008,Extortion,6
Karnataka,2008,Riots,2
Karnataka,2008,Arson,0
Karnataka,2008,Criminal Breach Of Trust,1
Karnataka,2008,Cheating,86
Karnataka,2008,Counter Feiting,0
Karnataka,2008,Dowry Deaths,104
Karnataka,2008,Molestation,0
Karnataka,2008,Eve-Teasing,0
Karnataka,2008,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2008,Other Ipc Crimes,37
Karnataka,2009,Murder,2727
Karnataka,2009,Attempt To Commit Murder,100
Karnataka,2009,C.H. Not Amounting To Murder,6
Karnataka,2009,Rape,67
Karnataka,2009,Kidnapping And Abduction,37
Karnataka,2009,Dacoity,13
Karnataka,2009,Prep. And Assembly For Dacoity,4
Karnataka,2009,Robbery,63
Karnataka,2009,Burglary,37
Karnataka,2009,Thefts,131
Karnataka,2009,Extortion,6
Karnataka,2009,Riots,2
Karnataka,2009,Arson,0
Karnataka,2009,Criminal Breach Of Trust,1
Karnataka,2009,Cheating,82
Karnataka,2009,Counter Feiting,0
Karnataka,2009,Dowry Deaths,109
Karnataka,2009,Molestation,0
Karnataka,2009,Eve-Teasing,0
Karnataka,2009,Cruelty By Husband Or Relative Of Husband,0
Karnataka,2009,Other Ipc Crimes,24
Karnataka,2010,Murder,2670
Karnataka,2010,Attempt To Commit Murder,176
Karnataka,2010,C.H. Not Amounting To Murder,9
Karnataka,2010,Rape,90
Karnataka,2010,Kidnapping And Abduction,49
Karnataka,2010,Dacoity,19
Karnataka,2010,Prep. And Assembly For Dacoity,16
Karnataka,2010,Robbery,84
Karnataka,2010,Burglary,48
Karnataka,2010,Thefts,182
Karnataka,2010,Extortion,5
Karnataka,2010,Riots,6
Karnataka,2010,Arson,0
Karnataka,2010,Criminal Breach Of Trust,3
Karnataka,2010,Cheating,92
Karnataka,2010,Counter Feiting,0
Karnataka,2010,Dowry Deaths,112
Karnataka,2010,Molestation,0
Karnataka,2010,Eve-Teasing,0
Karnataka,2010,Cruelty By Husband Or Relative Of Husband,6
Karnataka,2010,Other Ipc Crimes,31
Karnataka,2011,Murder,2860
Karnataka,2011,Attempt To Commit Murder,204
Karnataka,2011,C.H. Not Amounting To Murder,11
Karnataka,2011,Rape,98
Karnataka,2011,Kidnapping And Abduction,48
Karnataka,2011,Dacoity,25
Karnataka,2011,Prep. And Assembly For Dacoity,21
Karnataka,2011,Robbery,94
Karnataka,2011,Burglary,58
Karnataka,2011,Thefts,136
Karnataka,2011,Extortion,6
Karnataka,2011,Riots,9
Karnataka,2011,Arson,0
Karnataka,2011,Criminal Breach Of Trust,5
Karnataka,2011,Cheating,99
Karnataka,2011,Counter Feiting,0
Karnataka,2011,Dowry Deaths,123
Karnataka,2011,Molestation,0
Karnataka,2011,Eve-Teasing,0
Karnataka,2011,Cruelty By Husband Or Relative Of Husband,9
Karnataka,2011,Other Ipc Crimes,43
Karnataka,2012,Murder,2764
Karnataka,2012,Attempt To Commit Murder,208
Karnataka,2012,C.H. Not Amounting To Murder,47
Karnataka,2012,Rape,117
Karnataka,2012,Kidnapping And Abduction,66
Karnataka,2012,Dacoity,94
Karnataka,2012,Prep. And Assembly For Dacoity,16
Karnataka,2012,Robbery,98
Karnataka,2012,Burglary,72
Karnataka,2012,Thefts,167
Karnataka,2012,Extortion,8
Karnataka,2012,Riots,19
Karnataka,2012,Arson,4
Karnataka,2012,Criminal Breach Of Trust,6
Karnataka,2012,Cheating,86
Karnataka,2012,Counter Feiting,0
Karnataka,2012,Dowry Deaths,116
Karnataka,2012,Molestation,9
Karnataka,2012,Eve-Teasing,5
Karnataka,2012,Cruelty By Husband Or Relative Of Husband,24
Karnataka,2012,Other Ipc Crimes,34
Kerala,2001,Murder,383
Kerala,2001,Attempt To Commit Murder,316
Kerala,2001,C.H. Not Amounting To Murder,28
Kerala,2001,Rape,28
Kerala,2001,Kidnapping And Abduction,56
Kerala,2001,Dacoity,31
Kerala,2001,Prep. And Assembly For Dacoity,0
Kerala,2001,Robbery,101
Kerala,2001,Burglary,94
Kerala,2001,Thefts,189
Kerala,2001,Extortion,0
Kerala,2001,Riots,11
Kerala,2001,Arson,46
Kerala,2001,Criminal Breach Of Trust,0
Kerala,2001,Cheating,94
Kerala,2001,Counter Feiting,3
Kerala,2001,Dowry Deaths,0
Kerala,2001,Molestation,0
Kerala,2001,Eve-Teasing,0
Kerala,2001,Cruelty By Husband Or Relative Of Husband,0
Kerala,2001,Other Ipc Crimes,41
Kerala,2002,Murder,387
Kerala,2002,Attempt To Commit Murder,209
Kerala,2002,C.H. Not Amounting To Murder,27
Kerala,2002,Rape,15
Kerala,2002,Kidnapping And Abduction,16
Kerala,2002,Dacoity,94
Kerala,2002,Prep. And Assembly For Dacoity,16
Kerala,2002,Robbery,90
Kerala,2002,Burglary,73
Kerala,2002,Thefts,171
Kerala,2002,Extortion,0
Kerala,2002,Riots,5
Kerala,2002,Arson,0
Kerala,2002,Criminal Breach Of Trust,9
Kerala,2002,Cheating,90
Kerala,2002,Counter Feiting,5
Kerala,2002,Dowry Deaths,0
Kerala,2002,Molestation,0
Kerala,2002,Eve-Teasing,0
Kerala,2002,Cruelty By Husband Or Relative Of Husband,4
Kerala,2002,Other Ipc Crimes,56
Kerala,2003,Murder,479
Kerala,2003,Attempt To Commit Murder,219
Kerala,2003,C.H. Not Amounting To Murder,30
Kerala,2003,Rape,40
Kerala,2003,Kidnapping And Abduction,34
Kerala,2003,Dacoity,125
Kerala,2003,Prep. And Assembly For Dacoity,15
Kerala,2003,Robbery,137
Kerala,2003,Burglary,106
Kerala,2003,Thefts,250
Kerala,2003,Extortion,0
Kerala,2003,Riots,8
Kerala,2003,Arson,0
Kerala,2003,Criminal Breach Of Trust,13
Kerala,2003,Cheating,165
Kerala,2003,Counter Feiting,6
Kerala,2003,Dowry Deaths,9
Kerala,2003,Molestation,0
Kerala,2003,Eve-Teasing,0
Kerala,2003,Cruelty By Husband Or Relative Of Husband,5
Kerala,2003,Other Ipc Crimes,64
Kerala,2004,Murder,1048
Kerala,2004,Attempt To Commit Murder,186
Kerala,2004,C.H. Not Amounting To Murder,15
Kerala,2004,Rape,0
Kerala,2004,Kidnapping And Abduction,0
Kerala,2004,Dacoity,0
Kerala,2004,Prep. And Assembly For Dacoity,0
Kerala,2004,Robbery,0
Kerala,2004,Burglary,0
Kerala,2004,Thefts,136
Kerala,2004,Extortion,0
Kerala,2004,Riots,0
Kerala,2004,Arson,0
Kerala,2004,Criminal Breach Of Trust,0
Kerala,2004,Cheating,61
Kerala,2004,Counter Feiting,0
Kerala,2004,Dowry Deaths,2
Kerala,2004,Molestation,0
Kerala,2004,Eve-Teasing,0
Kerala,2004,Cruelty By Husband Or Relative Of Husband,45
Kerala,2004,Other Ipc Crimes,241
Kerala,2005,Murder,774
Kerala,2005,Attempt To Commit Murder,333
Kerala,2005,C.H. Not Amounting To Murder,0
Kerala,2005,Rape,0
Kerala,2005,Kidnapping And Abduction,0
Kerala,2005,Dacoity,0
Kerala,2005,Prep. And Assembly For Dacoity,0
Kerala,2005,Robbery,0
Kerala,2005,Burglary,0
Kerala,2005,Thefts,368
Kerala,2005,Extortion,0
Kerala,2005,Riots,0
Kerala,2005,Arson,0
Kerala,2005,Criminal Breach Of Trust,0
Kerala,2005,Cheating,43
Kerala,2005,Counter Feiting,0
Kerala,2005,Dowry Deaths,0
Kerala,2005,Molestation,0
Kerala,2005,Eve-Teasing,0
Kerala,2005,Cruelty By Husband Or Relative Of Husband,27
Kerala,2005,Other Ipc Crimes,398
Kerala,2006,Murder,1326
Kerala,2006,Attempt To Commit Murder,83
Kerala,2006,C.H. Not Amounting To Murder,56
Kerala,2006,Rape,49
Kerala,2006,Kidnapping And Abduction,32
Kerala,2006,Dacoity,45
Kerala,2006,Prep. And Assembly For Dacoity,28
Kerala,2006,Robbery,88
Kerala,2006,Burglary,42
Kerala,2006,Thefts,301
Kerala,2006,Extortion,2
Kerala,2006,Riots,21
Kerala,2006,Arson,19
Kerala,2006,Criminal Breach Of Trust,11
Kerala,2006,Cheating,59
Kerala,2006,Counter Feiting,15
Kerala,2006,Dowry Deaths,14
Kerala,2006,Molestation,14
Kerala,2006,Eve-Teasing,0
Kerala,2006,Cruelty By Husband Or Relative Of Husband,32
Kerala,2006,Other Ipc Crimes,63
Kerala,2007,Murder,1369
Kerala,2007,Attempt To Commit Murder,83
Kerala,2007,C.H. Not Amounting To Murder,56
Kerala,2007,Rape,44
Kerala,2007,Kidnapping And Abduction,31
Kerala,2007,Dacoity,45
Kerala,2007,Prep. And Assembly For Dacoity,28
Kerala,2007,Robbery,78
Kerala,2007,Burglary,69
Kerala,2007,Thefts,259
Kerala,2007,Extortion,0
Kerala,2007,Riots,21
Kerala,2007,Arson,19
Kerala,2007,Criminal Breach Of Trust,11
Kerala,2007,Cheating,59
Kerala,2007,Counter Feiting,15
Kerala,2007,Dowry Deaths,14
Kerala,2007,Molestation,14
Kerala,2007,Eve-Teasing,0
Kerala,2007,Cruelty By Husband Or Relative Of Husband,32
Kerala,2007,Other Ipc Crimes,56
Kerala,2008,Murder,1251
Kerala,2008,Attempt To Commit Murder,155
Kerala,2008,C.H. Not Amounting To Murder,18
Kerala,2008,Rape,81
Kerala,2008,Kidnapping And Abduction,25
Kerala,2008,Dacoity,45
Kerala,2008,Prep. And Assembly For Dacoity,40
Kerala,2008,Robbery,155
Kerala,2008,Burglary,44
Kerala,2008,Thefts,276
Kerala,2008,Extortion,60
Kerala,2008,Riots,13
Kerala,2008,Arson,11
Kerala,2008,Criminal Breach Of Trust,7
Kerala,2008,Cheating,53
Kerala,2008,Counter Feiting,5
Kerala,2008,Dowry Deaths,14
Kerala,2008,Molestation,0
Kerala,2008,Eve-Teasing,0
Kerala,2008,Cruelty By Husband Or Relative Of Husband,31
Kerala,2008,Other Ipc Crimes,26
Kerala,2009,Murder,1365
Kerala,2009,Attempt To Commit Murder,122
Kerala,2009,C.H. Not Amounting To Murder,37
Kerala,2009,Rape,49
Kerala,2009,Kidnapping And Abduction,2
Kerala,2009,Dacoity,40
Kerala,2009,Prep. And Assembly For Dacoity,19
Kerala,2009,Robbery,146
Kerala,2009,Burglary,126
Kerala,2009,Thefts,261
Kerala,2009,Extortion,2
Kerala,2009,Riots,74
Kerala,2009,Arson,2
Kerala,2009,Criminal Breach Of Trust,14
Kerala,2009,Cheating,39
Kerala,2009,Counter Feiting,9
Kerala,2009,Dowry Deaths,15
Kerala,2009,Molestation,16
Kerala,2009,Eve-Teasing,0
Kerala,2009,Cruelty By Husband Or Relative Of Husband,27
Kerala,2009,Other Ipc Crimes,85
Kerala,2010,Murder,1612
Kerala,2010,Attempt To Commit Murder,127
Kerala,2010,C.H. Not Amounting To Murder,38
Kerala,2010,Rape,23
Kerala,2010,Kidnapping And Abduction,0
Kerala,2010,Dacoity,28
Kerala,2010,Prep. And Assembly For Dacoity,15
Kerala,2010,Robbery,92
Kerala,2010,Burglary,94
Kerala,2010,Thefts,163
Kerala,2010,Extortion,0
Kerala,2010,Riots,43
Kerala,2010,Arson,2
Kerala,2010,Criminal Breach Of Trust,14
Kerala,2010,Cheating,22
Kerala,2010,Counter Feiting,7
Kerala,2010,Dowry Deaths,15
Kerala,2010,Molestation,12
Kerala,2010,Eve-Teasing,0
Kerala,2010,Cruelty By Husband Or Relative Of Husband,15
Kerala,2010,Other Ipc Crimes,60
Kerala,2011,Murder,1256
