STATE/UT,YEAR,CRIME HEAD,Grand Total
Punjab,2009,Criminal Breach Of Trust,0
Punjab,2009,Cheating,341
Punjab,2009,Counter Feiting,53
Punjab,2009,Dowry Deaths,197
Punjab,2009,Molestation,0
Punjab,2009,Eve-Teasing,0
Punjab,2009,Cruelty By Husband Or Relative Of Husband,121
Punjab,2009,Other Ipc Crimes,677
Punjab,2010,Murder,1413
Punjab,2010,Attempt To Commit Murder,1012
Punjab,2010,C.H. Not Amounting To Murder,864
Punjab,2010,Rape,63
Punjab,2010,Kidnapping And Abduction,293
Punjab,2010,Dacoity,295
Punjab,2010,Prep. And Assembly For Dacoity,281
Punjab,2010,Robbery,313
Punjab,2010,Burglary,176
Punjab,2010,Thefts,841
Punjab,2010,Extortion,57
Punjab,2010,Riots,80
Punjab,2010,Arson,58
Punjab,2010,Criminal Breach Of Trust,0
Punjab,2010,Cheating,343
Punjab,2010,Counter Feiting,62
Punjab,2010,Dowry Deaths,209
Punjab,2010,Molestation,0
Punjab,2010,Eve-Teasing,0
Punjab,2010,Cruelty By Husband Or Relative Of Husband,130
Punjab,2010,Other Ipc Crimes,670
Punjab,2011,Murder,1495
Punjab,2011,Attempt To Commit Murder,982
Punjab,2011,C.H. Not Amounting To Murder,521
Punjab,2011,Rape,82
Punjab,2011,Kidnapping And Abduction,307
Punjab,2011,Dacoity,400
Punjab,2011,Prep. And Assembly For Dacoity,290
Punjab,2011,Robbery,320
Punjab,2011,Burglary,302
Punjab,2011,Thefts,573
Punjab,2011,Extortion,76
Punjab,2011,Riots,65
Punjab,2011,Arson,60
Punjab,2011,Criminal Breach Of Trust,0
Punjab,2011,Cheating,317
Punjab,2011,Counter Feiting,149
Punjab,2011,Dowry Deaths,147
Punjab,2011,Molestation,0
Punjab,2011,Eve-Teasing,0
Punjab,2011,Cruelty By Husband Or Relative Of Husband,197
Punjab,2011,Other Ipc Crimes,846
Punjab,2012,Murder,1764
Punjab,2012,Attempt To Commit Murder,1039
Punjab,2012,C.H. Not Amounting To Murder,436
Punjab,2012,Rape,713
Punjab,2012,Kidnapping And Abduction,604
Punjab,2012,Dacoity,459
Punjab,2012,Prep. And Assembly For Dacoity,300
Punjab,2012,Robbery,191
Punjab,2012,Burglary,566
Punjab,2012,Thefts,671
Punjab,2012,Extortion,177
Punjab,2012,Riots,35
Punjab,2012,Arson,176
Punjab,2012,Criminal Breach Of Trust,118
Punjab,2012,Cheating,415
Punjab,2012,Counter Feiting,313
Punjab,2012,Dowry Deaths,608
Punjab,2012,Molestation,49
Punjab,2012,Eve-Teasing,25
Punjab,2012,Cruelty By Husband Or Relative Of Husband,148
Punjab,2012,Other Ipc Crimes,204
Rajasthan,2001,Murder,2592
Rajasthan,2001,Attempt To Commit Murder,919
Rajasthan,2001,C.H. Not Amounting To Murder,294
Rajasthan,2001,Rape,618
Rajasthan,2001,Kidnapping And Abduction,110
Rajasthan,2001,Dacoity,356
Rajasthan,2001,Prep. And Assembly For Dacoity,30
Rajasthan,2001,Robbery,118
Rajasthan,2001,Burglary,67
Rajasthan,2001,Thefts,689
Rajasthan,2001,Extortion,49
Rajasthan,2001,Riots,187
Rajasthan,2001,Arson,29
Rajasthan,2001,Criminal Breach Of Trust,58
Rajasthan,2001,Cheating,109
Rajasthan,2001,Counter Feiting,10
Rajasthan,2001,Dowry Deaths,351
Rajasthan,2001,Molestation,9
Rajasthan,2001,Eve-Teasing,4
Rajasthan,2001,Cruelty By Husband Or Relative Of Husband,155
Rajasthan,2001,Other Ipc Crimes,96
Rajasthan,2002,Murder,2003
Rajasthan,2002,Attempt To Commit Murder,709
Rajasthan,2002,C.H. Not Amounting To Murder,167
Rajasthan,2002,Rape,532
Rajasthan,2002,Kidnapping And Abduction,106
Rajasthan,2002,Dacoity,286
Rajasthan,2002,Prep. And Assembly For Dacoity,37
Rajasthan,2002,Robbery,120
Rajasthan,2002,Burglary,95
Rajasthan,2002,Thefts,738
Rajasthan,2002,Extortion,5
Rajasthan,2002,Riots,99
Rajasthan,2002,Arson,5
Rajasthan,2002,Criminal Breach Of Trust,27
Rajasthan,2002,Cheating,110
Rajasthan,2002,Counter Feiting,38
Rajasthan,2002,Dowry Deaths,255
Rajasthan,2002,Molestation,5
Rajasthan,2002,Eve-Teasing,5
Rajasthan,2002,Cruelty By Husband Or Relative Of Husband,64
Rajasthan,2002,Other Ipc Crimes,583
Rajasthan,2003,Murder,1862
Rajasthan,2003,Attempt To Commit Murder,519
Rajasthan,2003,C.H. Not Amounting To Murder,160
Rajasthan,2003,Rape,481
Rajasthan,2003,Kidnapping And Abduction,166
Rajasthan,2003,Dacoity,219
Rajasthan,2003,Prep. And Assembly For Dacoity,62
Rajasthan,2003,Robbery,171
Rajasthan,2003,Burglary,171
Rajasthan,2003,Thefts,660
Rajasthan,2003,Extortion,35
Rajasthan,2003,Riots,88
Rajasthan,2003,Arson,5
Rajasthan,2003,Criminal Breach Of Trust,12
Rajasthan,2003,Cheating,108
Rajasthan,2003,Counter Feiting,20
Rajasthan,2003,Dowry Deaths,160
Rajasthan,2003,Molestation,10
Rajasthan,2003,Eve-Teasing,3
Rajasthan,2003,Cruelty By Husband Or Relative Of Husband,81
Rajasthan,2003,Other Ipc Crimes,558
Rajasthan,2004,Murder,1636
Rajasthan,2004,Attempt To Commit Murder,561
Rajasthan,2004,C.H. Not Amounting To Murder,279
Rajasthan,2004,Rape,504
Rajasthan,2004,Kidnapping And Abduction,201
Rajasthan,2004,Dacoity,295
Rajasthan,2004,Prep. And Assembly For Dacoity,44
Rajasthan,2004,Robbery,238
Rajasthan,2004,Burglary,101
Rajasthan,2004,Thefts,897
Rajasthan,2004,Extortion,41
Rajasthan,2004,Riots,148
Rajasthan,2004,Arson,7
Rajasthan,2004,Criminal Breach Of Trust,17
Rajasthan,2004,Cheating,139
Rajasthan,2004,Counter Feiting,4
Rajasthan,2004,Dowry Deaths,256
Rajasthan,2004,Molestation,8
Rajasthan,2004,Eve-Teasing,8
Rajasthan,2004,Cruelty By Husband Or Relative Of Husband,79
Rajasthan,2004,Other Ipc Crimes,386
Rajasthan,2005,Murder,1659
Rajasthan,2005,Attempt To Commit Murder,585
Rajasthan,2005,C.H. Not Amounting To Murder,176
Rajasthan,2005,Rape,483
Rajasthan,2005,Kidnapping And Abduction,133
Rajasthan,2005,Dacoity,194
Rajasthan,2005,Prep. And Assembly For Dacoity,102
Rajasthan,2005,Robbery,184
Rajasthan,2005,Burglary,164
Rajasthan,2005,Thefts,987
Rajasthan,2005,Extortion,6
Rajasthan,2005,Riots,80
Rajasthan,2005,Arson,20
Rajasthan,2005,Criminal Breach Of Trust,19
Rajasthan,2005,Cheating,153
Rajasthan,2005,Counter Feiting,26
Rajasthan,2005,Dowry Deaths,244
Rajasthan,2005,Molestation,8
Rajasthan,2005,Eve-Teasing,1
Rajasthan,2005,Cruelty By Husband Or Relative Of Husband,131
Rajasthan,2005,Other Ipc Crimes,358
Rajasthan,2006,Murder,1562
Rajasthan,2006,Attempt To Commit Murder,592
Rajasthan,2006,C.H. Not Amounting To Murder,145
Rajasthan,2006,Rape,506
Rajasthan,2006,Kidnapping And Abduction,167
Rajasthan,2006,Dacoity,318
Rajasthan,2006,Prep. And Assembly For Dacoity,51
Rajasthan,2006,Robbery,165
Rajasthan,2006,Burglary,98
Rajasthan,2006,Thefts,1380
Rajasthan,2006,Extortion,13
Rajasthan,2006,Riots,110
Rajasthan,2006,Arson,18
Rajasthan,2006,Criminal Breach Of Trust,16
Rajasthan,2006,Cheating,213
Rajasthan,2006,Counter Feiting,29
Rajasthan,2006,Dowry Deaths,253
Rajasthan,2006,Molestation,10
Rajasthan,2006,Eve-Teasing,1
Rajasthan,2006,Cruelty By Husband Or Relative Of Husband,67
Rajasthan,2006,Other Ipc Crimes,417
Rajasthan,2007,Murder,1699
Rajasthan,2007,Attempt To Commit Murder,696
Rajasthan,2007,C.H. Not Amounting To Murder,207
Rajasthan,2007,Rape,605
Rajasthan,2007,Kidnapping And Abduction,177
Rajasthan,2007,Dacoity,276
Rajasthan,2007,Prep. And Assembly For Dacoity,81
Rajasthan,2007,Robbery,277
Rajasthan,2007,Burglary,84
Rajasthan,2007,Thefts,1268
Rajasthan,2007,Extortion,27
Rajasthan,2007,Riots,160
Rajasthan,2007,Arson,32
Rajasthan,2007,Criminal Breach Of Trust,107
Rajasthan,2007,Cheating,250
Rajasthan,2007,Counter Feiting,13
Rajasthan,2007,Dowry Deaths,264
Rajasthan,2007,Molestation,23
Rajasthan,2007,Eve-Teasing,6
Rajasthan,2007,Cruelty By Husband Or Relative Of Husband,80
Rajasthan,2007,Other Ipc Crimes,436
Rajasthan,2008,Murder,1694
Rajasthan,2008,Attempt To Commit Murder,771
Rajasthan,2008,C.H. Not Amounting To Murder,212
Rajasthan,2008,Rape,679
Rajasthan,2008,Kidnapping And Abduction,289
Rajasthan,2008,Dacoity,308
Rajasthan,2008,Prep. And Assembly For Dacoity,87
Rajasthan,2008,Robbery,200
Rajasthan,2008,Burglary,124
Rajasthan,2008,Thefts,1222
Rajasthan,2008,Extortion,73
Rajasthan,2008,Riots,102
Rajasthan,2008,Arson,18
Rajasthan,2008,Criminal Breach Of Trust,52
Rajasthan,2008,Cheating,300
Rajasthan,2008,Counter Feiting,19
Rajasthan,2008,Dowry Deaths,384
Rajasthan,2008,Molestation,26
Rajasthan,2008,Eve-Teasing,25
Rajasthan,2008,Cruelty By Husband Or Relative Of Husband,71
Rajasthan,2008,Other Ipc Crimes,499
Rajasthan,2009,Murder,2227
Rajasthan,2009,Attempt To Commit Murder,1108
Rajasthan,2009,C.H. Not Amounting To Murder,326
Rajasthan,2009,Rape,859
Rajasthan,2009,Kidnapping And Abduction,301
Rajasthan,2009,Dacoity,403
Rajasthan,2009,Prep. And Assembly For Dacoity,113
Rajasthan,2009,Robbery,250
Rajasthan,2009,Burglary,208
Rajasthan,2009,Thefts,1471
Rajasthan,2009,Extortion,24
Rajasthan,2009,Riots,147
Rajasthan,2009,Arson,11
Rajasthan,2009,Criminal Breach Of Trust,43
Rajasthan,2009,Cheating,415
Rajasthan,2009,Counter Feiting,28
Rajasthan,2009,Dowry Deaths,362
Rajasthan,2009,Molestation,14
Rajasthan,2009,Eve-Teasing,18
Rajasthan,2009,Cruelty By Husband Or Relative Of Husband,143
Rajasthan,2009,Other Ipc Crimes,650
Rajasthan,2010,Murder,2345
Rajasthan,2010,Attempt To Commit Murder,810
Rajasthan,2010,C.H. Not Amounting To Murder,318
Rajasthan,2010,Rape,956
Rajasthan,2010,Kidnapping And Abduction,290
Rajasthan,2010,Dacoity,345
Rajasthan,2010,Prep. And Assembly For Dacoity,134
Rajasthan,2010,Robbery,340
Rajasthan,2010,Burglary,232
Rajasthan,2010,Thefts,1068
Rajasthan,2010,Extortion,12
Rajasthan,2010,Riots,101
Rajasthan,2010,Arson,21
Rajasthan,2010,Criminal Breach Of Trust,51
Rajasthan,2010,Cheating,419
Rajasthan,2010,Counter Feiting,51
Rajasthan,2010,Dowry Deaths,424
Rajasthan,2010,Molestation,22
Rajasthan,2010,Eve-Teasing,19
Rajasthan,2010,Cruelty By Husband Or Relative Of Husband,148
Rajasthan,2010,Other Ipc Crimes,696
Rajasthan,2011,Murder,2470
Rajasthan,2011,Attempt To Commit Murder,882
Rajasthan,2011,C.H. Not Amounting To Murder,360
Rajasthan,2011,Rape,1080
Rajasthan,2011,Kidnapping And Abduction,265
Rajasthan,2011,Dacoity,327
Rajasthan,2011,Prep. And Assembly For Dacoity,186
Rajasthan,2011,Robbery,448
Rajasthan,2011,Burglary,248
Rajasthan,2011,Thefts,1324
Rajasthan,2011,Extortion,29
Rajasthan,2011,Riots,45
Rajasthan,2011,Arson,42
Rajasthan,2011,Criminal Breach Of Trust,98
Rajasthan,2011,Cheating,465
Rajasthan,2011,Counter Feiting,28
Rajasthan,2011,Dowry Deaths,426
Rajasthan,2011,Molestation,29
Rajasthan,2011,Eve-Teasing,18
Rajasthan,2011,Cruelty By Husband Or Relative Of Husband,69
Rajasthan,2011,Other Ipc Crimes,632
Rajasthan,2012,Murder,2631
Rajasthan,2012,Attempt To Commit Murder,1118
Rajasthan,2012,C.H. Not Amounting To Murder,214
Rajasthan,2012,Rape,1273
Rajasthan,2012,Kidnapping And Abduction,361
Rajasthan,2012,Dacoity,431
Rajasthan,2012,Prep. And Assembly For Dacoity,216
Rajasthan,2012,Robbery,328
Rajasthan,2012,Burglary,445
Rajasthan,2012,Thefts,1407
Rajasthan,2012,Extortion,38
Rajasthan,2012,Riots,120
Rajasthan,2012,Arson,52
Rajasthan,2012,Criminal Breach Of Trust,52
Rajasthan,2012,Cheating,529
Rajasthan,2012,Counter Feiting,48
Rajasthan,2012,Dowry Deaths,458
Rajasthan,2012,Molestation,34
Rajasthan,2012,Eve-Teasing,29
Rajasthan,2012,Cruelty By Husband Or Relative Of Husband,112
Rajasthan,2012,Other Ipc Crimes,471
Sikkim,2001,Murder,36
Sikkim,2001,Attempt To Commit Murder,6
Sikkim,2001,C.H. Not Amounting To Murder,0
Sikkim,2001,Rape,0
Sikkim,2001,Kidnapping And Abduction,6
Sikkim,2001,Dacoity,1
Sikkim,2001,Prep. And Assembly For Dacoity,0
Sikkim,2001,Robbery,0
Sikkim,2001,Burglary,12
Sikkim,2001,Thefts,0
Sikkim,2001,Extortion,21
Sikkim,2001,Riots,0
Sikkim,2001,Arson,0
Sikkim,2001,Criminal Breach Of Trust,0
Sikkim,2001,Cheating,3
Sikkim,2001,Counter Feiting,0
Sikkim,2001,Dowry Deaths,0
Sikkim,2001,Molestation,0
Sikkim,2001,Eve-Teasing,0
Sikkim,2001,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2001,Other Ipc Crimes,11
Sikkim,2002,Murder,33
Sikkim,2002,Attempt To Commit Murder,3
Sikkim,2002,C.H. Not Amounting To Murder,0
Sikkim,2002,Rape,6
Sikkim,2002,Kidnapping And Abduction,3
Sikkim,2002,Dacoity,0
Sikkim,2002,Prep. And Assembly For Dacoity,0
Sikkim,2002,Robbery,0
Sikkim,2002,Burglary,0
Sikkim,2002,Thefts,12
Sikkim,2002,Extortion,0
Sikkim,2002,Riots,0
Sikkim,2002,Arson,0
Sikkim,2002,Criminal Breach Of Trust,0
Sikkim,2002,Cheating,8
Sikkim,2002,Counter Feiting,0
Sikkim,2002,Dowry Deaths,0
Sikkim,2002,Molestation,0
Sikkim,2002,Eve-Teasing,0
Sikkim,2002,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2002,Other Ipc Crimes,21
Sikkim,2003,Murder,32
Sikkim,2003,Attempt To Commit Murder,11
Sikkim,2003,C.H. Not Amounting To Murder,0
Sikkim,2003,Rape,9
Sikkim,2003,Kidnapping And Abduction,0
Sikkim,2003,Dacoity,0
Sikkim,2003,Prep. And Assembly For Dacoity,0
Sikkim,2003,Robbery,0
Sikkim,2003,Burglary,7
Sikkim,2003,Thefts,13
Sikkim,2003,Extortion,0
Sikkim,2003,Riots,0
Sikkim,2003,Arson,0
Sikkim,2003,Criminal Breach Of Trust,0
Sikkim,2003,Cheating,0
Sikkim,2003,Counter Feiting,0
Sikkim,2003,Dowry Deaths,0
Sikkim,2003,Molestation,0
Sikkim,2003,Eve-Teasing,0
Sikkim,2003,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2003,Other Ipc Crimes,13
Sikkim,2004,Murder,29
Sikkim,2004,Attempt To Commit Murder,7
Sikkim,2004,C.H. Not Amounting To Murder,2
Sikkim,2004,Rape,8
Sikkim,2004,Kidnapping And Abduction,0
Sikkim,2004,Dacoity,1
Sikkim,2004,Prep. And Assembly For Dacoity,0
Sikkim,2004,Robbery,0
Sikkim,2004,Burglary,3
Sikkim,2004,Thefts,29
Sikkim,2004,Extortion,0
Sikkim,2004,Riots,0
Sikkim,2004,Arson,0
Sikkim,2004,Criminal Breach Of Trust,0
Sikkim,2004,Cheating,0
Sikkim,2004,Counter Feiting,0
Sikkim,2004,Dowry Deaths,0
Sikkim,2004,Molestation,0
Sikkim,2004,Eve-Teasing,0
Sikkim,2004,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2004,Other Ipc Crimes,0
Sikkim,2005,Murder,31
Sikkim,2005,Attempt To Commit Murder,9
Sikkim,2005,C.H. Not Amounting To Murder,2
Sikkim,2005,Rape,11
Sikkim,2005,Kidnapping And Abduction,0
Sikkim,2005,Dacoity,2
Sikkim,2005,Prep. And Assembly For Dacoity,0
Sikkim,2005,Robbery,1
Sikkim,2005,Burglary,5
Sikkim,2005,Thefts,32
Sikkim,2005,Extortion,0
Sikkim,2005,Riots,0
Sikkim,2005,Arson,0
Sikkim,2005,Criminal Breach Of Trust,0
Sikkim,2005,Cheating,0
Sikkim,2005,Counter Feiting,0
Sikkim,2005,Dowry Deaths,0
Sikkim,2005,Molestation,0
Sikkim,2005,Eve-Teasing,0
Sikkim,2005,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2005,Other Ipc Crimes,0
Sikkim,2006,Murder,36
Sikkim,2006,Attempt To Commit Murder,7
Sikkim,2006,C.H. Not Amounting To Murder,0
Sikkim,2006,Rape,17
Sikkim,2006,Kidnapping And Abduction,1
Sikkim,2006,Dacoity,2
Sikkim,2006,Prep. And Assembly For Dacoity,0
Sikkim,2006,Robbery,12
Sikkim,2006,Burglary,11
Sikkim,2006,Thefts,21
Sikkim,2006,Extortion,2
Sikkim,2006,Riots,0
Sikkim,2006,Arson,0
Sikkim,2006,Criminal Breach Of Trust,0
Sikkim,2006,Cheating,4
Sikkim,2006,Counter Feiting,2
Sikkim,2006,Dowry Deaths,0
Sikkim,2006,Molestation,0
Sikkim,2006,Eve-Teasing,0
Sikkim,2006,Cruelty By Husband Or Relative Of Husband,1
Sikkim,2006,Other Ipc Crimes,8
Sikkim,2007,Murder,40
Sikkim,2007,Attempt To Commit Murder,6
Sikkim,2007,C.H. Not Amounting To Murder,1
Sikkim,2007,Rape,19
Sikkim,2007,Kidnapping And Abduction,2
Sikkim,2007,Dacoity,2
Sikkim,2007,Prep. And Assembly For Dacoity,0
Sikkim,2007,Robbery,2
Sikkim,2007,Burglary,19
Sikkim,2007,Thefts,44
Sikkim,2007,Extortion,0
Sikkim,2007,Riots,0
Sikkim,2007,Arson,0
Sikkim,2007,Criminal Breach Of Trust,0
Sikkim,2007,Cheating,2
Sikkim,2007,Counter Feiting,0
Sikkim,2007,Dowry Deaths,0
Sikkim,2007,Molestation,0
Sikkim,2007,Eve-Teasing,0
Sikkim,2007,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2007,Other Ipc Crimes,2
Sikkim,2008,Murder,36
Sikkim,2008,Attempt To Commit Murder,4
Sikkim,2008,C.H. Not Amounting To Murder,1
Sikkim,2008,Rape,26
Sikkim,2008,Kidnapping And Abduction,3
Sikkim,2008,Dacoity,3
Sikkim,2008,Prep. And Assembly For Dacoity,0
Sikkim,2008,Robbery,1
Sikkim,2008,Burglary,12
Sikkim,2008,Thefts,44
Sikkim,2008,Extortion,0
Sikkim,2008,Riots,0
Sikkim,2008,Arson,1
Sikkim,2008,Criminal Breach Of Trust,2
Sikkim,2008,Cheating,5
Sikkim,2008,Counter Feiting,1
Sikkim,2008,Dowry Deaths,0
Sikkim,2008,Molestation,0
Sikkim,2008,Eve-Teasing,0
Sikkim,2008,Cruelty By Husband Or Relative Of Husband,1
Sikkim,2008,Other Ipc Crimes,16
Sikkim,2009,Murder,42
Sikkim,2009,Attempt To Commit Murder,3
Sikkim,2009,C.H. Not Amounting To Murder,3
Sikkim,2009,Rape,13
Sikkim,2009,Kidnapping And Abduction,3
Sikkim,2009,Dacoity,0
Sikkim,2009,Prep. And Assembly For Dacoity,0
Sikkim,2009,Robbery,0
Sikkim,2009,Burglary,12
Sikkim,2009,Thefts,9
Sikkim,2009,Extortion,0
Sikkim,2009,Riots,0
Sikkim,2009,Arson,0
Sikkim,2009,Criminal Breach Of Trust,0
Sikkim,2009,Cheating,0
Sikkim,2009,Counter Feiting,2
Sikkim,2009,Dowry Deaths,0
Sikkim,2009,Molestation,0
Sikkim,2009,Eve-Teasing,0
Sikkim,2009,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2009,Other Ipc Crimes,14
Sikkim,2010,Murder,38
Sikkim,2010,Attempt To Commit Murder,4
Sikkim,2010,C.H. Not Amounting To Murder,4
Sikkim,2010,Rape,16
Sikkim,2010,Kidnapping And Abduction,0
Sikkim,2010,Dacoity,0
Sikkim,2010,Prep. And Assembly For Dacoity,0
Sikkim,2010,Robbery,1
Sikkim,2010,Burglary,11
Sikkim,2010,Thefts,4
Sikkim,2010,Extortion,0
Sikkim,2010,Riots,7
Sikkim,2010,Arson,0
Sikkim,2010,Criminal Breach Of Trust,0
Sikkim,2010,Cheating,3
Sikkim,2010,Counter Feiting,2
Sikkim,2010,Dowry Deaths,0
Sikkim,2010,Molestation,0
Sikkim,2010,Eve-Teasing,0
Sikkim,2010,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2010,Other Ipc Crimes,1
Sikkim,2011,Murder,32
Sikkim,2011,Attempt To Commit Murder,1
Sikkim,2011,C.H. Not Amounting To Murder,1
Sikkim,2011,Rape,22
Sikkim,2011,Kidnapping And Abduction,0
Sikkim,2011,Dacoity,0
Sikkim,2011,Prep. And Assembly For Dacoity,0
Sikkim,2011,Robbery,1
Sikkim,2011,Burglary,6
Sikkim,2011,Thefts,7
Sikkim,2011,Extortion,0
Sikkim,2011,Riots,0
Sikkim,2011,Arson,0
Sikkim,2011,Criminal Breach Of Trust,0
Sikkim,2011,Cheating,6
Sikkim,2011,Counter Feiting,0
Sikkim,2011,Dowry Deaths,0
Sikkim,2011,Molestation,0
Sikkim,2011,Eve-Teasing,0
Sikkim,2011,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2011,Other Ipc Crimes,20
Sikkim,2012,Murder,21
Sikkim,2012,Attempt To Commit Murder,4
Sikkim,2012,C.H. Not Amounting To Murder,1
Sikkim,2012,Rape,32
Sikkim,2012,Kidnapping And Abduction,1
Sikkim,2012,Dacoity,0
Sikkim,2012,Prep. And Assembly For Dacoity,0
Sikkim,2012,Robbery,0
Sikkim,2012,Burglary,0
Sikkim,2012,Thefts,30
Sikkim,2012,Extortion,0
Sikkim,2012,Riots,2
Sikkim,2012,Arson,1
Sikkim,2012,Criminal Breach Of Trust,0
Sikkim,2012,Cheating,0
Sikkim,2012,Counter Feiting,0
Sikkim,2012,Dowry Deaths,0
Sikkim,2012,Molestation,0
Sikkim,2012,Eve-Teasing,0
Sikkim,2012,Cruelty By Husband Or Relative Of Husband,0
Sikkim,2012,Other Ipc Crimes,9
Tamilnadu,2001,Murder,645
Tamilnadu,2001,Attempt To Commit Murder,231
Tamilnadu,2001,C.H. Not Amounting To Murder,203
Tamilnadu,2001,Rape,50
Tamilnadu,2001,Kidnapping And Abduction,32
Tamilnadu,2001,Dacoity,39
Tamilnadu,2001,Prep. And Assembly For Dacoity,11
Tamilnadu,2001,Robbery,137
Tamilnadu,2001,Burglary,94
Tamilnadu,2001,Thefts,315
Tamilnadu,2001,Extortion,13
Tamilnadu,2001,Riots,8
Tamilnadu,2001,Arson,0
Tamilnadu,2001,Criminal Breach Of Trust,2
Tamilnadu,2001,Cheating,61
Tamilnadu,2001,Counter Feiting,1
Tamilnadu,2001,Dowry Deaths,0
Tamilnadu,2001,Molestation,0
Tamilnadu,2001,Eve-Teasing,0
Tamilnadu,2001,Cruelty By Husband Or Relative Of Husband,18
Tamilnadu,2001,Other Ipc Crimes,76
Tamilnadu,2002,Murder,624
Tamilnadu,2002,Attempt To Commit Murder,331
Tamilnadu,2002,C.H. Not Amounting To Murder,194
Tamilnadu,2002,Rape,42
Tamilnadu,2002,Kidnapping And Abduction,72
Tamilnadu,2002,Dacoity,63
Tamilnadu,2002,Prep. And Assembly For Dacoity,2
Tamilnadu,2002,Robbery,283
Tamilnadu,2002,Burglary,44
Tamilnadu,2002,Thefts,472
Tamilnadu,2002,Extortion,12
Tamilnadu,2002,Riots,2
Tamilnadu,2002,Arson,0
Tamilnadu,2002,Criminal Breach Of Trust,4
Tamilnadu,2002,Cheating,50
Tamilnadu,2002,Counter Feiting,1
Tamilnadu,2002,Dowry Deaths,0
Tamilnadu,2002,Molestation,0
Tamilnadu,2002,Eve-Teasing,0
Tamilnadu,2002,Cruelty By Husband Or Relative Of Husband,0
Tamilnadu,2002,Other Ipc Crimes,76
Tamilnadu,2003,Murder,630
Tamilnadu,2003,Attempt To Commit Murder,346
Tamilnadu,2003,C.H. Not Amounting To Murder,207
Tamilnadu,2003,Rape,46
Tamilnadu,2003,Kidnapping And Abduction,86
Tamilnadu,2003,Dacoity,75
Tamilnadu,2003,Prep. And Assembly For Dacoity,4
Tamilnadu,2003,Robbery,262
Tamilnadu,2003,Burglary,50
Tamilnadu,2003,Thefts,808
Tamilnadu,2003,Extortion,16
Tamilnadu,2003,Riots,4
Tamilnadu,2003,Arson,0
Tamilnadu,2003,Criminal Breach Of Trust,6
Tamilnadu,2003,Cheating,58
Tamilnadu,2003,Counter Feiting,1
Tamilnadu,2003,Dowry Deaths,0
Tamilnadu,2003,Molestation,0
Tamilnadu,2003,Eve-Teasing,0
Tamilnadu,2003,Cruelty By Husband Or Relative Of Husband,0
Tamilnadu,2003,Other Ipc Crimes,89
Tamilnadu,2004,Murder,721
Tamilnadu,2004,Attempt To Commit Murder,111
Tamilnadu,2004,C.H. Not Amounting To Murder,34
Tamilnadu,2004,Rape,6
Tamilnadu,2004,Kidnapping And Abduction,25
Tamilnadu,2004,Dacoity,70
Tamilnadu,2004,Prep. And Assembly For Dacoity,1
Tamilnadu,2004,Robbery,601
Tamilnadu,2004,Burglary,0
Tamilnadu,2004,Thefts,901
Tamilnadu,2004,Extortion,5
Tamilnadu,2004,Riots,0
Tamilnadu,2004,Arson,0
Tamilnadu,2004,Criminal Breach Of Trust,0
Tamilnadu,2004,Cheating,6
Tamilnadu,2004,Counter Feiting,2
Tamilnadu,2004,Dowry Deaths,4
Tamilnadu,2004,Molestation,0
Tamilnadu,2004,Eve-Teasing,0
Tamilnadu,2004,Cruelty By Husband Or Relative Of Husband,0
Tamilnadu,2004,Other Ipc Crimes,163
Tamilnadu,2005,Murder,727
Tamilnadu,2005,Attempt To Commit Murder,127
Tamilnadu,2005,C.H. Not Amounting To Murder,34
Tamilnadu,2005,Rape,13
Tamilnadu,2005,Kidnapping And Abduction,45
Tamilnadu,2005,Dacoity,64
Tamilnadu,2005,Prep. And Assembly For Dacoity,0
Tamilnadu,2005,Robbery,629
Tamilnadu,2005,Burglary,32
Tamilnadu,2005,Thefts,765
Tamilnadu,2005,Extortion,5
Tamilnadu,2005,Riots,0
Tamilnadu,2005,Arson,0
Tamilnadu,2005,Criminal Breach Of Trust,0
Tamilnadu,2005,Cheating,16
Tamilnadu,2005,Counter Feiting,1
Tamilnadu,2005,Dowry Deaths,0
Tamilnadu,2005,Molestation,0
Tamilnadu,2005,Eve-Teasing,0
Tamilnadu,2005,Cruelty By Husband Or Relative Of Husband,0
Tamilnadu,2005,Other Ipc Crimes,384
Tamilnadu,2006,Murder,703
Tamilnadu,2006,Attempt To Commit Murder,125
Tamilnadu,2006,C.H. Not Amounting To Murder,26
Tamilnadu,2006,Rape,5
Tamilnadu,2006,Kidnapping And Abduction,49
Tamilnadu,2006,Dacoity,70
Tamilnadu,2006,Prep. And Assembly For Dacoity,0
Tamilnadu,2006,Robbery,622
Tamilnadu,2006,Burglary,28
Tamilnadu,2006,Thefts,707
Tamilnadu,2006,Extortion,0
Tamilnadu,2006,Riots,0
Tamilnadu,2006,Arson,0
Tamilnadu,2006,Criminal Breach Of Trust,0
Tamilnadu,2006,Cheating,13
